Date,Vehicle body type,Motive power,Count
2016-07-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-07-01T00:00:00.000,Light Vehicle,Petrol,219500
2016-07-01T00:00:00.000,Light Vehicle,Other,164
2016-07-01T00:00:00.000,Light Vehicle,LPG,1198
2016-07-01T00:00:00.000,Light Vehicle,Hybrid,1823
2016-07-01T00:00:00.000,Light Vehicle,Electric,173
2016-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-07-01T00:00:00.000,Light Vehicle,Diesel,41916
2016-07-01T00:00:00.000,Light Vehicle,CNG,6
2016-07-01T00:00:00.000,Motorcycle,,17
2016-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,26
2016-07-01T00:00:00.000,Motorcycle,Electric,8
2016-07-01T00:00:00.000,Heavy Vehicle,,431
2016-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-07-01T00:00:00.000,Heavy Vehicle,Petrol,25
2016-07-01T00:00:00.000,Heavy Vehicle,Diesel,2459
2016-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-07-01T00:00:00.000,Motorcycle,Diesel,3
2016-07-01T00:00:00.000,Heavy Vehicle,LPG,3
2016-07-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-07-01T00:00:00.000,Light Vehicle,Solar,1
2016-07-01T00:00:00.000,Light Vehicle,,39221
2016-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-08-01T00:00:00.000,Light Vehicle,,39252
2016-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,27
2016-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1879
2016-08-01T00:00:00.000,Light Vehicle,Petrol,219695
2016-08-01T00:00:00.000,Light Vehicle,Other,165
2016-08-01T00:00:00.000,Light Vehicle,LPG,1179
2016-08-01T00:00:00.000,Light Vehicle,Hybrid,1856
2016-08-01T00:00:00.000,Light Vehicle,Electric,174
2016-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-08-01T00:00:00.000,Light Vehicle,Diesel,42303
2016-08-01T00:00:00.000,Light Vehicle,CNG,6
2016-08-01T00:00:00.000,Motorcycle,,17
2016-08-01T00:00:00.000,Motorcycle,Petrol,10957
2016-08-01T00:00:00.000,Motorcycle,Electric,8
2016-08-01T00:00:00.000,Heavy Vehicle,,432
2016-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-08-01T00:00:00.000,Heavy Vehicle,Petrol,25
2016-08-01T00:00:00.000,Heavy Vehicle,Diesel,2460
2016-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-08-01T00:00:00.000,Motorcycle,Diesel,3
2016-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-08-01T00:00:00.000,Light Vehicle,Solar,1
2016-08-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-08-01T00:00:00.000,Light Vehicle,,39252
2016-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,27
2016-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1879
2016-08-01T00:00:00.000,Light Vehicle,Petrol,219695
2016-08-01T00:00:00.000,Light Vehicle,Other,165
2016-08-01T00:00:00.000,Light Vehicle,LPG,1179
2016-08-01T00:00:00.000,Light Vehicle,Hybrid,1856
2016-08-01T00:00:00.000,Light Vehicle,Electric,174
2016-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-08-01T00:00:00.000,Light Vehicle,Diesel,42303
2016-08-01T00:00:00.000,Light Vehicle,CNG,6
2016-08-01T00:00:00.000,Motorcycle,,17
2016-08-01T00:00:00.000,Motorcycle,Petrol,10957
2016-08-01T00:00:00.000,Motorcycle,Electric,8
2016-08-01T00:00:00.000,Heavy Vehicle,,432
2016-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-08-01T00:00:00.000,Heavy Vehicle,Petrol,25
2016-08-01T00:00:00.000,Heavy Vehicle,Diesel,2460
2016-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-08-01T00:00:00.000,Motorcycle,Diesel,3
2016-08-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-08-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-08-01T00:00:00.000,Light Vehicle,Solar,1
2016-08-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-09-01T00:00:00.000,Motorcycle,,17
2016-09-01T00:00:00.000,Motorcycle,Petrol,11279
2016-09-01T00:00:00.000,Motorcycle,Electric,8
2016-09-01T00:00:00.000,Heavy Vehicle,,433
2016-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2016-09-01T00:00:00.000,Heavy Vehicle,Diesel,2445
2016-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-09-01T00:00:00.000,Motorcycle,Diesel,3
2016-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-09-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-09-01T00:00:00.000,Light Vehicle,Solar,1
2016-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-09-01T00:00:00.000,Light Vehicle,Electric,174
2016-09-01T00:00:00.000,Light Vehicle,,39335
2016-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,28
2016-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1856
2016-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-09-01T00:00:00.000,Light Vehicle,Petrol,219603
2016-09-01T00:00:00.000,Light Vehicle,Other,164
2016-09-01T00:00:00.000,Light Vehicle,LPG,1169
2016-09-01T00:00:00.000,Light Vehicle,Hybrid,1872
2016-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-09-01T00:00:00.000,Light Vehicle,Diesel,42575
2016-09-01T00:00:00.000,Light Vehicle,CNG,6
2016-09-01T00:00:00.000,Motorcycle,,17
2016-09-01T00:00:00.000,Motorcycle,Petrol,11279
2016-09-01T00:00:00.000,Motorcycle,Electric,8
2016-09-01T00:00:00.000,Heavy Vehicle,,433
2016-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-09-01T00:00:00.000,Heavy Vehicle,Petrol,24
2016-09-01T00:00:00.000,Heavy Vehicle,Diesel,2445
2016-09-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-09-01T00:00:00.000,Motorcycle,Diesel,3
2016-09-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-09-01T00:00:00.000,Heavy Vehicle,Electric,4
2016-09-01T00:00:00.000,Light Vehicle,Solar,1
2016-09-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-09-01T00:00:00.000,Light Vehicle,Electric,174
2016-09-01T00:00:00.000,Light Vehicle,,39335
2016-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,28
2016-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1856
2016-09-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-09-01T00:00:00.000,Light Vehicle,Petrol,219603
2016-09-01T00:00:00.000,Light Vehicle,Other,164
2016-09-01T00:00:00.000,Light Vehicle,LPG,1169
2016-09-01T00:00:00.000,Light Vehicle,Hybrid,1872
2016-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2016-09-01T00:00:00.000,Light Vehicle,Diesel,42575
2016-09-01T00:00:00.000,Light Vehicle,CNG,6
2016-10-01T00:00:00.000,Light Vehicle,Hybrid,1899
2016-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,28
2016-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1837
2016-10-01T00:00:00.000,Light Vehicle,Petrol,219936
2016-10-01T00:00:00.000,Light Vehicle,Other,165
2016-10-01T00:00:00.000,Light Vehicle,LPG,1185
2016-10-01T00:00:00.000,Light Vehicle,,39416
2016-10-01T00:00:00.000,Light Vehicle,Electric,177
2016-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-10-01T00:00:00.000,Light Vehicle,Diesel,42962
2016-10-01T00:00:00.000,Light Vehicle,CNG,6
2016-10-01T00:00:00.000,Motorcycle,,17
2016-10-01T00:00:00.000,Motorcycle,Petrol,11830
2016-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-10-01T00:00:00.000,Light Vehicle,Solar,1
2016-10-01T00:00:00.000,Motorcycle,Diesel,2
2016-10-01T00:00:00.000,Heavy Vehicle,Petrol,26
2016-10-01T00:00:00.000,Motorcycle,Electric,8
2016-10-01T00:00:00.000,Heavy Vehicle,,433
2016-10-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-10-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2016-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-10-01T00:00:00.000,Light Vehicle,Hybrid,1899
2016-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,28
2016-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1837
2016-10-01T00:00:00.000,Light Vehicle,Petrol,219936
2016-10-01T00:00:00.000,Light Vehicle,Other,165
2016-10-01T00:00:00.000,Light Vehicle,LPG,1185
2016-10-01T00:00:00.000,Light Vehicle,,39416
2016-10-01T00:00:00.000,Light Vehicle,Electric,177
2016-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-10-01T00:00:00.000,Light Vehicle,Diesel,42962
2016-10-01T00:00:00.000,Light Vehicle,CNG,6
2016-10-01T00:00:00.000,Motorcycle,,17
2016-10-01T00:00:00.000,Motorcycle,Petrol,11830
2016-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2016-10-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-10-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-10-01T00:00:00.000,Light Vehicle,Solar,1
2016-10-01T00:00:00.000,Motorcycle,Diesel,2
2016-10-01T00:00:00.000,Heavy Vehicle,Petrol,26
2016-10-01T00:00:00.000,Motorcycle,Electric,8
2016-10-01T00:00:00.000,Heavy Vehicle,,433
2016-10-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-10-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2016-10-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-10-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-11-01T00:00:00.000,Heavy Vehicle,Diesel,2448
2016-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,29
2016-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1817
2016-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-11-01T00:00:00.000,Light Vehicle,Petrol,220781
2016-11-01T00:00:00.000,Light Vehicle,Other,162
2016-11-01T00:00:00.000,Light Vehicle,LPG,1178
2016-11-01T00:00:00.000,Light Vehicle,Hybrid,1931
2016-11-01T00:00:00.000,Light Vehicle,Electric,177
2016-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2016-11-01T00:00:00.000,Light Vehicle,Diesel,43502
2016-11-01T00:00:00.000,Light Vehicle,CNG,6
2016-11-01T00:00:00.000,Motorcycle,,17
2016-11-01T00:00:00.000,Motorcycle,Petrol,12337
2016-11-01T00:00:00.000,Motorcycle,Electric,8
2016-11-01T00:00:00.000,Heavy Vehicle,,431
2016-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2016-11-01T00:00:00.000,Heavy Vehicle,Petrol,24
2016-11-01T00:00:00.000,Light Vehicle,,39606
2016-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-11-01T00:00:00.000,Motorcycle,Diesel,2
2016-11-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-11-01T00:00:00.000,Heavy Vehicle,Diesel,2448
2016-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,29
2016-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1817
2016-11-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2016-11-01T00:00:00.000,Light Vehicle,Petrol,220781
2016-11-01T00:00:00.000,Light Vehicle,Other,162
2016-11-01T00:00:00.000,Light Vehicle,LPG,1178
2016-11-01T00:00:00.000,Light Vehicle,Hybrid,1931
2016-11-01T00:00:00.000,Light Vehicle,Electric,177
2016-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2016-11-01T00:00:00.000,Light Vehicle,Diesel,43502
2016-11-01T00:00:00.000,Light Vehicle,CNG,6
2016-11-01T00:00:00.000,Motorcycle,,17
2016-11-01T00:00:00.000,Motorcycle,Petrol,12337
2016-11-01T00:00:00.000,Motorcycle,Electric,8
2016-11-01T00:00:00.000,Heavy Vehicle,,431
2016-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2016-11-01T00:00:00.000,Heavy Vehicle,Petrol,24
2016-11-01T00:00:00.000,Light Vehicle,,39606
2016-11-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-11-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-11-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-11-01T00:00:00.000,Motorcycle,Diesel,2
2016-11-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-12-01T00:00:00.000,Light Vehicle,LPG,1167
2016-12-01T00:00:00.000,Light Vehicle,,39779
2016-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,30
2016-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1797
2016-12-01T00:00:00.000,Light Vehicle,Petrol,221167
2016-12-01T00:00:00.000,Light Vehicle,Other,161
2016-12-01T00:00:00.000,Light Vehicle,Hybrid,1958
2016-12-01T00:00:00.000,Light Vehicle,Electric,179
2016-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-12-01T00:00:00.000,Light Vehicle,Diesel,43846
2016-12-01T00:00:00.000,Light Vehicle,CNG,6
2016-12-01T00:00:00.000,Motorcycle,,10
2016-12-01T00:00:00.000,Motorcycle,Petrol,12553
2016-12-01T00:00:00.000,Motorcycle,Electric,8
2016-12-01T00:00:00.000,Heavy Vehicle,,430
2016-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2016-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2016-12-01T00:00:00.000,Heavy Vehicle,Diesel,2455
2016-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-12-01T00:00:00.000,Motorcycle,Diesel,1
2016-12-01T00:00:00.000,Heavy Vehicle,LPG,2
2016-12-01T00:00:00.000,Light Vehicle,LPG,1167
2016-12-01T00:00:00.000,Light Vehicle,,39779
2016-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,30
2016-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1797
2016-12-01T00:00:00.000,Light Vehicle,Petrol,221167
2016-12-01T00:00:00.000,Light Vehicle,Other,161
2016-12-01T00:00:00.000,Light Vehicle,Hybrid,1958
2016-12-01T00:00:00.000,Light Vehicle,Electric,179
2016-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,18
2016-12-01T00:00:00.000,Light Vehicle,Diesel,43846
2016-12-01T00:00:00.000,Light Vehicle,CNG,6
2016-12-01T00:00:00.000,Motorcycle,,10
2016-12-01T00:00:00.000,Motorcycle,Petrol,12553
2016-12-01T00:00:00.000,Motorcycle,Electric,8
2016-12-01T00:00:00.000,Heavy Vehicle,,430
2016-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2016-12-01T00:00:00.000,Heavy Vehicle,Petrol,26
2016-12-01T00:00:00.000,Heavy Vehicle,Diesel,2455
2016-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2016-12-01T00:00:00.000,Heavy Vehicle,Electric,5
2016-12-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2016-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,4
2016-12-01T00:00:00.000,Motorcycle,Diesel,1
2016-12-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-01-01T00:00:00.000,Light Vehicle,,39934
2017-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,31
2017-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1787
2017-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2017-01-01T00:00:00.000,Light Vehicle,Petrol,221854
2017-01-01T00:00:00.000,Light Vehicle,Other,161
2017-01-01T00:00:00.000,Light Vehicle,LPG,1161
2017-01-01T00:00:00.000,Light Vehicle,Hybrid,1982
2017-01-01T00:00:00.000,Light Vehicle,Electric,179
2017-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2017-01-01T00:00:00.000,Light Vehicle,Diesel,44251
2017-01-01T00:00:00.000,Light Vehicle,CNG,6
2017-01-01T00:00:00.000,Motorcycle,,11
2017-01-01T00:00:00.000,Motorcycle,Petrol,12692
2017-01-01T00:00:00.000,Motorcycle,Electric,8
2017-01-01T00:00:00.000,Heavy Vehicle,,435
2017-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-01-01T00:00:00.000,Heavy Vehicle,Petrol,27
2017-01-01T00:00:00.000,Heavy Vehicle,Diesel,2464
2017-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2017-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-01-01T00:00:00.000,Light Vehicle,Solar,1
2017-01-01T00:00:00.000,Motorcycle,Diesel,1
2017-01-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-01-01T00:00:00.000,Light Vehicle,,39934
2017-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,31
2017-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1787
2017-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,3
2017-01-01T00:00:00.000,Light Vehicle,Petrol,221854
2017-01-01T00:00:00.000,Light Vehicle,Other,161
2017-01-01T00:00:00.000,Light Vehicle,LPG,1161
2017-01-01T00:00:00.000,Light Vehicle,Hybrid,1982
2017-01-01T00:00:00.000,Light Vehicle,Electric,179
2017-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2017-01-01T00:00:00.000,Light Vehicle,Diesel,44251
2017-01-01T00:00:00.000,Light Vehicle,CNG,6
2017-01-01T00:00:00.000,Motorcycle,,11
2017-01-01T00:00:00.000,Motorcycle,Petrol,12692
2017-01-01T00:00:00.000,Motorcycle,Electric,8
2017-01-01T00:00:00.000,Heavy Vehicle,,435
2017-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-01-01T00:00:00.000,Heavy Vehicle,Petrol,27
2017-01-01T00:00:00.000,Heavy Vehicle,Diesel,2464
2017-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2017-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-01-01T00:00:00.000,Light Vehicle,Solar,1
2017-01-01T00:00:00.000,Motorcycle,Diesel,1
2017-01-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-02-01T00:00:00.000,Motorcycle,Electric,7
2017-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1745
2017-02-01T00:00:00.000,Light Vehicle,Petrol,221220
2017-02-01T00:00:00.000,Light Vehicle,Other,163
2017-02-01T00:00:00.000,Light Vehicle,LPG,1146
2017-02-01T00:00:00.000,Light Vehicle,,39847
2017-02-01T00:00:00.000,Light Vehicle,Hybrid,2011
2017-02-01T00:00:00.000,Light Vehicle,Electric,177
2017-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2017-02-01T00:00:00.000,Light Vehicle,Diesel,44433
2017-02-01T00:00:00.000,Motorcycle,,14
2017-02-01T00:00:00.000,Motorcycle,Petrol,12569
2017-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,32
2017-02-01T00:00:00.000,Heavy Vehicle,,429
2017-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-02-01T00:00:00.000,Heavy Vehicle,Petrol,27
2017-02-01T00:00:00.000,Heavy Vehicle,Diesel,2449
2017-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-02-01T00:00:00.000,Light Vehicle,CNG,4
2017-02-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-02-01T00:00:00.000,Light Vehicle,Solar,1
2017-02-01T00:00:00.000,Motorcycle,Diesel,1
2017-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-02-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-02-01T00:00:00.000,Motorcycle,Electric,7
2017-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1745
2017-02-01T00:00:00.000,Light Vehicle,Petrol,221220
2017-02-01T00:00:00.000,Light Vehicle,Other,163
2017-02-01T00:00:00.000,Light Vehicle,LPG,1146
2017-02-01T00:00:00.000,Light Vehicle,,39847
2017-02-01T00:00:00.000,Light Vehicle,Hybrid,2011
2017-02-01T00:00:00.000,Light Vehicle,Electric,177
2017-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2017-02-01T00:00:00.000,Light Vehicle,Diesel,44433
2017-02-01T00:00:00.000,Motorcycle,,14
2017-02-01T00:00:00.000,Motorcycle,Petrol,12569
2017-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,32
2017-02-01T00:00:00.000,Heavy Vehicle,,429
2017-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-02-01T00:00:00.000,Heavy Vehicle,Petrol,27
2017-02-01T00:00:00.000,Heavy Vehicle,Diesel,2449
2017-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-02-01T00:00:00.000,Light Vehicle,CNG,4
2017-02-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-02-01T00:00:00.000,Light Vehicle,Solar,1
2017-02-01T00:00:00.000,Motorcycle,Diesel,1
2017-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-02-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-03-01T00:00:00.000,Light Vehicle,,39674
2017-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,32
2017-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1726
2017-03-01T00:00:00.000,Light Vehicle,Petrol,221886
2017-03-01T00:00:00.000,Light Vehicle,Other,160
2017-03-01T00:00:00.000,Light Vehicle,LPG,1144
2017-03-01T00:00:00.000,Light Vehicle,Hybrid,2040
2017-03-01T00:00:00.000,Light Vehicle,Electric,190
2017-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2017-03-01T00:00:00.000,Light Vehicle,Diesel,44929
2017-03-01T00:00:00.000,Motorcycle,,14
2017-03-01T00:00:00.000,Motorcycle,Petrol,12425
2017-03-01T00:00:00.000,Motorcycle,Electric,8
2017-03-01T00:00:00.000,Heavy Vehicle,,429
2017-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-03-01T00:00:00.000,Heavy Vehicle,Petrol,26
2017-03-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2017-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-03-01T00:00:00.000,Light Vehicle,CNG,4
2017-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-03-01T00:00:00.000,Light Vehicle,Solar,1
2017-03-01T00:00:00.000,Motorcycle,Diesel,1
2017-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-03-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-03-01T00:00:00.000,Light Vehicle,,39674
2017-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,32
2017-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1726
2017-03-01T00:00:00.000,Light Vehicle,Petrol,221886
2017-03-01T00:00:00.000,Light Vehicle,Other,160
2017-03-01T00:00:00.000,Light Vehicle,LPG,1144
2017-03-01T00:00:00.000,Light Vehicle,Hybrid,2040
2017-03-01T00:00:00.000,Light Vehicle,Electric,190
2017-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,20
2017-03-01T00:00:00.000,Light Vehicle,Diesel,44929
2017-03-01T00:00:00.000,Motorcycle,,14
2017-03-01T00:00:00.000,Motorcycle,Petrol,12425
2017-03-01T00:00:00.000,Motorcycle,Electric,8
2017-03-01T00:00:00.000,Heavy Vehicle,,429
2017-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-03-01T00:00:00.000,Heavy Vehicle,Petrol,26
2017-03-01T00:00:00.000,Heavy Vehicle,Diesel,2450
2017-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-03-01T00:00:00.000,Light Vehicle,CNG,4
2017-03-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-03-01T00:00:00.000,Light Vehicle,Solar,1
2017-03-01T00:00:00.000,Motorcycle,Diesel,1
2017-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,2
2017-03-01T00:00:00.000,Heavy Vehicle,LPG,2
2017-04-01T00:00:00.000,Motorcycle,Petrol,11934
2017-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,31
2017-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1669
2017-04-01T00:00:00.000,Light Vehicle,Petrol,221177
2017-04-01T00:00:00.000,Light Vehicle,Other,159
2017-04-01T00:00:00.000,Light Vehicle,LPG,1126
2017-04-01T00:00:00.000,Light Vehicle,Hybrid,2068
2017-04-01T00:00:00.000,Light Vehicle,Electric,190
2017-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,19
2017-04-01T00:00:00.000,Light Vehicle,Diesel,45120
2017-04-01T00:00:00.000,Light Vehicle,CNG,5
2017-04-01T00:00:00.000,Motorcycle,,14
2017-04-01T00:00:00.000,Light Vehicle,,39652
2017-04-01T00:00:00.000,Motorcycle,Electric,8
2017-04-01T00:00:00.000,Heavy Vehicle,,425
2017-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2017-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2017-04-01T00:00:00.000,Heavy Vehicle,Diesel,2437
2017-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2017-04-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2017-04-01T00:00:00.000,Heavy Vehicle,Electric,4
2017-04-01T00:00:00.000,Light Vehicle,Solar,1
2017-04-01T00:00:00.000,Motorcycle,Diesel,2
